Accident_ID,Date,Time,City,Latitude,Longitude,Weather,Road_Type,Light_Condition,Vehicle_Type,Speed_Limit,Traffic_Density,Road_Condition,Driver_Age,Driver_Experience,Seatbelt_or_Helmet,Traffic_Violation,Near_School,Near_Hospital,Emergency_Response_Time,Accident_Hotspot,Severity,Injuries,Fatalities
PK-ACC-000726,2023-05-26,19:12,Larkana,27.585362009980713,68.19424881121851,Rain,Urban Road,Daylight,Motorcycle,60,Medium,Dry,31,11,No,Yes,No,No,15,No,Medium,1,0
PK-ACC-000727,2023-08-12,06:13,Mardan,34.22424723745411,72.02702654496092,Clear,Highway,Daylight,Car,40,High,Dry,36,4,No,No,No,No,20,No,Low,1,0
PK-ACC-000728,2023-08-27,19:15,Haroonabad,29.371262192212377,73.12515503429123,Clear,Motorway,Night,Motorcycle,40,Low,Dry,36,17,No,Yes,No,No,11,No,Medium,1,0
PK-ACC-000729,2023-06-26,08:18,Mansehra,34.31251660558078,73.23887873337372,Clear,Urban Road,Daylight,Motorcycle,40,Low,Dry,54,25,Yes,No,No,Yes,14,No,Low,0,0
PK-ACC-000730,2023-10-09,21:36,Jacobabad,28.29902551518507,68.41866861572585,Storm,Motorway,Daylight,Car,80,Low,Dry,54,16,No,No,Yes,No,9,No,Medium,1,0
PK-ACC-000731,2023-03-04,09:07,Khanewal,30.373324857227356,71.96213670411355,Clear,Motorway,Daylight,Motorcycle,60,High,Wet,46,16,No,No,No,Yes,15,No,Medium,1,0
PK-ACC-000732,2023-08-05,13:10,Hasan Abdal,33.760743350011715,72.82488146993879,Clear,Highway,Dawn,Motorcycle,80,Medium,Dry,35,15,No,No,No,No,29,No,Medium,2,0
PK-ACC-000733,2024-11-19,00:41,Faisalabad City,31.440829650633656,73.10145516768411,Rain,Urban Road,Daylight,Bus,80,Medium,Dry,23,5,No,No,No,No,29,No,Medium,2,0
PK-ACC-000734,2024-04-05,01:38,Pindi Bhattian,31.973237154353054,73.28102718201372,Clear,Rural Road,Daylight,Motorcycle,40,High,Dry,58,34,No,Yes,No,No,29,Yes,Medium,2,0
PK-ACC-000735,2024-09-01,16:36,Multan Saddar,30.139466573972896,71.62969942357138,Rain,Motorway,Dusk,Car,40,Low,Wet,24,1,Yes,No,No,No,10,No,Low,0,0
PK-ACC-000736,2023-04-15,23:41,Khairpur,27.557472663198798,68.77765506721019,Clear,Urban Road,Daylight,Car,60,Medium,Wet,52,13,No,Yes,No,No,10,No,Medium,2,0
PK-ACC-000737,2023-04-09,04:04,Karachi,24.94222626882697,66.95321094311821,Clear,Motorway,Dawn,Truck,80,High,Dry,25,6,No,Yes,No,No,15,Yes,High,2,1
PK-ACC-000738,2024-05-25,08:42,Sibi,29.564071073037958,67.86707418082126,Clear,Urban Road,Daylight,Van,40,Low,Dry,41,20,Yes,Yes,No,No,28,Yes,Low,1,0
PK-ACC-000739,2024-01-20,14:58,Kahuta,33.42797637158722,73.4766297029481,Clear,Urban Road,Night,Motorcycle,80,Low,Dry,22,2,No,No,Yes,No,26,No,Medium,2,0
PK-ACC-000740,2024-02-09,04:16,Isakhel,33.03819790094818,71.19310447648944,Clear,Rural Road,Night,Motorcycle,80,High,Dry,35,8,Yes,No,Yes,No,53,No,Medium,1,0
PK-ACC-000741,2024-06-01,18:45,Muzaffargarh,30.054779444267545,70.9472788280086,Clear,Urban Road,Daylight,Motorcycle,100,High,Dry,22,4,Yes,No,No,No,17,No,Low,0,0
PK-ACC-000742,2024-04-20,20:55,Tandlian Wala,31.261104737501668,73.41377857720568,Clear,Urban Road,Daylight,Motorcycle,80,Low,Dry,55,14,No,No,No,No,11,No,Low,2,0
PK-ACC-000743,2024-12-09,01:13,Larkana,27.54353135611803,68.22721269232926,Clear,Highway,Daylight,Bus,100,High,Dry,57,23,No,No,No,No,14,No,Medium,2,0
PK-ACC-000744,2024-10-06,19:27,Lahore Cantt,31.42378829626672,74.42086167509427,Fog,Motorway,Night,Bus,80,Medium,Wet,63,18,No,No,No,No,19,No,High,5,1
PK-ACC-000745,2024-03-12,03:02,Dera Ismail Khan,31.78118606009227,70.8802403078266,Clear,Highway,Daylight,Car,60,Medium,Dry,32,2,No,Yes,No,No,16,No,Low,0,0
PK-ACC-000746,2023-01-23,14:21,Nowshera Virkan,32.118280826554304,73.90801293016243,Clear,Highway,Night,Motorcycle,60,Medium,Dry,40,2,No,No,No,No,11,Yes,Medium,2,0
PK-ACC-000747,2024-07-18,15:41,Shah Kot,31.545888892459477,73.67341426300499,Clear,Highway,Night,Motorcycle,120,Medium,Dry,41,7,No,No,No,No,16,No,High,5,2
PK-ACC-000748,2024-11-07,17:18,Nowshera Virkan,32.023522888122336,73.96625480444793,Rain,Urban Road,Night,Van,60,High,Dry,22,2,No,No,No,No,16,Yes,Low,0,0
PK-ACC-000749,2024-12-14,01:09,Taxila,33.82702538613453,72.77535458337861,Rain,Highway,Daylight,Motorcycle,60,High,Under Construction,40,4,No,Yes,Yes,No,18,No,High,5,1
PK-ACC-000750,2024-04-02,23:33,Abbottabad,34.151657886973155,73.24048572021597,Clear,Motorway,Daylight,Truck,80,Low,Dry,56,38,No,Yes,No,No,16,No,Medium,2,0
PK-ACC-000751,2023-03-24,15:36,Lahore City,31.5964244925486,74.40318249391802,Clear,Urban Road,Night,Car,80,Medium,Dry,36,8,No,Yes,No,No,39,No,Medium,3,0
PK-ACC-000752,2023-05-25,03:48,Khanewal,30.462950720568482,71.95198834527376,Rain,Highway,Night,Van,40,High,Dry,62,36,No,Yes,No,Yes,38,No,High,4,0
PK-ACC-000753,2023-03-26,12:54,Gwadar,25.126029044145582,62.44341157199869,Clear,Highway,Dawn,Motorcycle,60,High,Dry,58,11,Yes,No,No,No,12,No,Low,0,0
PK-ACC-000754,2023-03-19,21:57,Lodhran,29.50130629470032,71.63857447923796,Rain,Motorway,Daylight,Motorcycle,40,Low,Dry,69,2,Yes,No,No,No,7,No,Low,0,0
PK-ACC-000755,2024-04-01,11:16,Kot Chatta,29.63781549628598,70.70021251182519,Clear,Highway,Daylight,Motorcycle,100,Low,Dry,20,1,Yes,No,No,No,18,No,Medium,1,0
PK-ACC-000756,2023-01-01,08:59,Tandlian Wala,31.21315305753505,73.5114927721702,Rain,Motorway,Dawn,Car,80,Low,Dry,24,0,No,Yes,No,No,8,No,Medium,1,0
PK-ACC-000757,2023-02-20,19:32,D.G Khan (Tribal Area),30.432875644636606,69.93955491271525,Clear,Urban Road,Night,Truck,60,High,Dry,28,1,No,No,No,No,39,No,Low,0,0
PK-ACC-000758,2024-11-15,23:32,Kasur,31.17975670572291,74.16698248717822,Clear,Highway,Night,Motorcycle,60,Medium,Dry,55,16,No,Yes,No,No,25,No,High,4,3
PK-ACC-000759,2024-12-17,01:13,Hasilpur,29.708886889545553,72.46184069372744,Fog,Urban Road,Night,Car,60,Medium,Dry,64,38,No,No,No,No,26,No,Medium,2,0
PK-ACC-000760,2024-03-21,04:32,Sukkur,27.667283515632853,68.81937613750286,Clear,Urban Road,Dawn,Motorcycle,100,Low,Under Construction,42,16,Yes,Yes,No,No,6,Yes,High,2,1
PK-ACC-000761,2024-03-24,00:46,Isakhel,32.91225687261157,71.3604039586543,Clear,Highway,Night,Truck,120,Low,Dry,47,14,No,No,No,No,8,No,High,4,1
PK-ACC-000762,2024-05-02,21:29,Sukkur,27.740109100950818,68.81849529616954,Clear,Urban Road,Night,Van,60,Low,Dry,40,13,No,Yes,No,Yes,10,Yes,Medium,1,0
PK-ACC-000763,2023-02-03,00:52,Jahanian,30.19433783352596,71.99511112336478,Clear,Rural Road,Dawn,Motorcycle,40,Medium,Dry,50,5,No,No,No,No,22,Yes,Medium,1,0
PK-ACC-000764,2023-12-14,15:09,Lahore City,31.632310548089873,74.25060715634511,Clear,Urban Road,Daylight,Truck,80,Low,Dry,19,0,No,No,No,No,16,Yes,Low,0,0
PK-ACC-000765,2023-04-05,04:01,Nankana Sahib,31.58164070354237,73.74919676576407,Rain,Urban Road,Daylight,Motorcycle,100,Medium,Dry,68,33,No,Yes,No,No,17,No,High,3,1
PK-ACC-000766,2023-03-13,13:42,Dunyapur,29.966804896691162,72.06626311121417,Clear,Highway,Night,Motorcycle,60,High,Dry,33,7,Yes,No,No,No,10,No,Low,0,0
PK-ACC-000767,2024-07-04,18:18,Chishtian,29.871090694918134,72.63722194391569,Rain,Highway,Daylight,Car,40,High,Dry,21,3,Yes,Yes,No,No,20,No,Low,0,0
PK-ACC-000768,2023-06-03,18:34,Kot Chatta,29.803134824569366,70.63223024606411,Clear,Rural Road,Dawn,Motorcycle,120,Medium,Dry,37,3,No,No,No,No,27,No,High,4,2
PK-ACC-000769,2023-09-07,10:51,Muzaffargarh,30.09002220095,71.339473381268,Clear,Urban Road,Daylight,Car,40,Low,Wet,20,0,No,No,No,No,19,Yes,Low,1,0
PK-ACC-000770,2024-11-04,15:16,Turbat,25.973871494984166,63.11608938727668,Clear,Motorway,Daylight,Motorcycle,100,Medium,Dry,57,24,No,No,Yes,No,7,No,Medium,1,0
PK-ACC-000771,2024-03-13,19:35,Jhelum,32.98294805157127,73.65251003814484,Clear,Rural Road,Night,Car,80,High,Wet,45,8,Yes,No,No,Yes,20,Yes,Low,0,0
PK-ACC-000772,2023-04-28,14:23,Mianwali,32.70290296988581,71.85205221253837,Clear,Urban Road,Daylight,Van,60,High,Dry,59,31,No,No,Yes,No,17,Yes,Low,1,0
PK-ACC-000773,2023-11-02,10:47,Kot Chatta,29.677621072151222,70.63588659643699,Clear,Highway,Daylight,Truck,120,Medium,Dry,40,2,Yes,Yes,No,No,11,No,High,2,1
PK-ACC-000774,2023-09-25,19:52,Lahore Cantt,31.46338270548254,74.38671448494328,Clear,Rural Road,Dusk,Truck,80,High,Dry,33,6,Yes,No,No,No,10,No,Low,0,0
PK-ACC-000775,2023-02-23,03:04,Haroonabad,29.649598297936787,72.99289028904256,Clear,Rural Road,Night,Car,40,High,Dry,53,22,Yes,Yes,No,No,10,No,Low,0,0
PK-ACC-000776,2023-08-24,18:47,Kabirwala,30.705878651286696,71.6659059196034,Fog,Urban Road,Night,Car,60,Medium,Wet,20,1,Yes,No,No,No,18,No,Medium,1,0
PK-ACC-000777,2024-01-24,18:23,Hasilpur,29.599465731393625,72.55732767720728,Fog,Urban Road,Night,Bus,40,Low,Dry,24,4,Yes,No,No,Yes,22,Yes,Medium,2,0
PK-ACC-000778,2024-02-05,15:00,Faisalabad City,31.409229818098925,73.02396503143851,Clear,Highway,Night,Car,40,Low,Dry,41,18,Yes,No,No,No,8,No,Low,0,0
PK-ACC-000779,2024-09-15,02:01,Haroonabad,29.71093243457205,73.33083220326212,Clear,Rural Road,Night,Car,60,Medium,Dry,38,20,No,No,No,No,14,No,Low,0,0
PK-ACC-000780,2023-10-30,09:58,Mirpur Khas,25.515958630422247,68.99151886032381,Rain,Highway,Daylight,Motorcycle,120,Medium,Dry,52,7,No,No,No,No,25,No,High,3,3
PK-ACC-000781,2023-07-26,05:39,Kahror Pacca,29.690684085349133,71.82147480621578,Clear,Highway,Daylight,Bus,120,Medium,Dry,57,22,Yes,No,No,No,26,Yes,High,3,1
PK-ACC-000782,2023-08-17,05:19,Jaranwala,31.508625804805757,73.24011608224356,Clear,Highway,Daylight,Motorcycle,60,Medium,Dry,25,3,No,Yes,No,No,16,No,Medium,1,0
PK-ACC-000783,2024-07-31,18:47,Chaman,30.919313185039808,66.43692455062136,Clear,Urban Road,Dawn,Motorcycle,40,Medium,Dry,40,22,No,No,No,No,10,No,Low,1,0
PK-ACC-000784,2023-03-16,03:47,Nankana Sahib,31.325935753342463,73.66518787709444,Fog,Highway,Dusk,Motorcycle,80,Medium,Dry,70,37,Yes,No,No,No,13,No,Medium,1,0
PK-ACC-000785,2024-03-10,23:40,Nankana Sahib,31.507283224523523,73.58651540999345,Clear,Urban Road,Daylight,Car,40,Medium,Wet,69,12,No,Yes,No,No,21,No,Low,0,0
PK-ACC-000786,2023-04-13,23:08,Muzaffargarh,29.861917166288098,70.9531884553776,Rain,Urban Road,Night,Motorcycle,60,Medium,Wet,18,0,Yes,No,No,No,18,No,Medium,1,0
PK-ACC-000787,2024-02-26,07:04,Hafizabad,32.270297622006424,73.5138943857695,Clear,Rural Road,Daylight,Car,60,Medium,Dry,28,3,Yes,Yes,Yes,No,14,No,Low,0,0
PK-ACC-000788,2024-12-04,20:16,Faisalabad City,31.43207102407526,73.11307555187052,Clear,Urban Road,Daylight,Motorcycle,120,Low,Wet,49,27,Yes,No,No,No,16,No,Medium,1,0
PK-ACC-000789,2023-11-02,23:26,Lahore Cantt,31.43627456639203,74.46823006633596,Clear,Urban Road,Dawn,Van,60,Medium,Dry,56,23,No,No,No,No,19,No,Low,0,0
PK-ACC-000790,2023-04-08,15:17,Isakhel,32.94686274452105,71.22370849246163,Rain,Highway,Dusk,Car,100,High,Wet,26,5,No,No,No,No,14,No,Medium,2,0
PK-ACC-000791,2023-12-01,21:05,Mardan,34.24977189029292,72.11586362275754,Rain,Motorway,Daylight,Motorcycle,40,High,Dry,34,9,Yes,No,No,No,10,No,Low,1,0
PK-ACC-000792,2024-03-10,09:19,Mirpur Khas,25.55182009594869,68.96654255627017,Clear,Urban Road,Daylight,Car,40,Medium,Dry,64,10,No,Yes,No,No,9,No,Low,0,0
PK-ACC-000793,2024-03-22,15:18,Larkana,27.543850400073545,68.18916667491438,Rain,Highway,Night,Motorcycle,60,Low,Dry,18,0,No,No,No,No,27,No,High,4,3
PK-ACC-000794,2023-11-04,07:17,Kasur,31.10441329186664,74.31395593400566,Fog,Urban Road,Night,Car,100,Low,Dry,21,2,No,Yes,No,No,17,No,High,5,2
PK-ACC-000795,2023-09-06,04:44,Quetta,30.26648869936691,67.01558816104786,Fog,Motorway,Night,Car,120,Medium,Dry,38,6,No,No,Yes,No,15,No,High,2,1
PK-ACC-000796,2023-06-15,14:30,Murree,33.96625323636279,73.5309569820938,Clear,Motorway,Daylight,Motorcycle,120,Medium,Wet,43,10,No,No,No,Yes,22,No,High,3,1
PK-ACC-000797,2024-04-25,05:01,Hazro,33.91125301522921,72.43928306311504,Clear,Urban Road,Daylight,Car,80,Low,Dry,44,1,No,No,No,No,42,Yes,Low,0,0
PK-ACC-000798,2023-12-01,22:31,Kotli Sattian,33.7250576869578,73.4974750772501,Clear,Urban Road,Daylight,Truck,80,Low,Dry,52,16,Yes,No,No,No,19,No,Low,0,0
PK-ACC-000799,2024-06-25,14:58,Hyderabad,25.449686337337422,68.41067139943388,Storm,Highway,Night,Motorcycle,60,Medium,Dry,30,7,No,No,Yes,No,26,No,High,5,2
PK-ACC-000800,2023-04-16,10:04,Nowshera,33.979286975817125,71.9186807913638,Clear,Urban Road,Daylight,Car,80,Low,Dry,69,41,Yes,No,No,Yes,26,No,Low,1,0
PK-ACC-000801,2024-07-16,09:28,Charsadda,34.12253936966458,71.73039002983,Fog,Highway,Daylight,Bus,40,Medium,Wet,70,6,Yes,No,No,No,8,No,Medium,3,0
PK-ACC-000802,2023-03-22,19:19,Khanewal,30.386731793987998,72.19938759187708,Clear,Urban Road,Night,Motorcycle,60,High,Dry,46,19,Yes,No,Yes,No,12,No,Low,1,0
PK-ACC-000803,2023-05-13,17:11,Hazro,33.894989940064264,72.36040074330619,Rain,Motorway,Daylight,Car,80,Medium,Dry,21,3,No,No,No,No,21,No,Medium,1,0
PK-ACC-000804,2023-05-18,16:16,Lahore City,31.526414976258092,74.29863211036682,Clear,Motorway,Daylight,Motorcycle,40,Low,Dry,37,0,No,No,No,No,20,No,Low,0,0
PK-ACC-000805,2023-07-03,03:18,Kotli Sattian,33.683281232055485,73.45750698060526,Fog,Rural Road,Daylight,Car,60,Medium,Dry,18,0,No,Yes,No,No,30,No,High,6,0
PK-ACC-000806,2024-02-05,22:26,Leiah (Layyah),30.74397643675727,70.98139030901166,Rain,Urban Road,Dusk,Truck,100,Medium,Under Construction,64,4,Yes,Yes,No,Yes,10,No,High,4,1
PK-ACC-000807,2023-11-26,17:51,Khanewal,30.320881861688022,72.14262352238323,Clear,Highway,Night,Motorcycle,60,Medium,Wet,25,6,No,No,No,No,16,No,Medium,1,0
PK-ACC-000808,2024-05-22,20:41,Dunyapur,29.758786857567454,72.06255070605475,Clear,Urban Road,Night,Motorcycle,40,High,Dry,63,31,No,No,No,No,28,Yes,Medium,2,0
PK-ACC-000809,2023-03-10,13:51,Gujar Khan,33.16515015116385,73.48447452887679,Clear,Highway,Dusk,Motorcycle,40,Medium,Dry,39,1,No,Yes,No,No,17,Yes,Medium,2,0
PK-ACC-000810,2024-06-29,12:13,Khairpur,27.55744284785419,68.76243010002598,Clear,Urban Road,Night,Truck,100,Medium,Dry,61,38,Yes,No,No,No,46,No,Medium,2,0
PK-ACC-000811,2023-02-22,03:03,Fateh Jang,33.53354539057261,72.78337634761573,Clear,Highway,Daylight,Motorcycle,100,High,Wet,37,12,Yes,No,No,No,37,No,Medium,1,0
PK-ACC-000812,2024-03-25,23:22,Kotli Sattian,33.725195379033394,73.59951064915576,Clear,Motorway,Night,Car,40,Medium,Dry,27,5,No,No,No,No,7,No,Low,0,0
PK-ACC-000813,2023-07-24,03:10,Hasilpur,29.4836535355985,72.44260383345409,Rain,Urban Road,Night,Car,60,Medium,Dry,26,2,No,Yes,No,No,16,No,Medium,1,0
PK-ACC-000814,2023-05-06,00:37,Swabi,34.159398686939944,72.42378646394592,Clear,Urban Road,Dawn,Car,60,Medium,Dry,35,2,Yes,No,No,No,21,No,Low,1,0
PK-ACC-000815,2023-02-12,04:26,Sangla Hill,31.749706034299834,73.81352384498953,Clear,Motorway,Daylight,Car,80,High,Dry,70,51,Yes,Yes,No,No,13,No,Low,0,0
PK-ACC-000816,2023-04-21,04:26,Pindi Bhattian,32.11597310158183,73.18734783335782,Clear,Highway,Night,Truck,80,High,Dry,30,4,No,No,No,No,13,No,Medium,1,0
PK-ACC-000817,2024-10-24,11:46,Mingora,34.795636454029605,72.38905183945573,Clear,Urban Road,Night,Motorcycle,80,High,Wet,29,6,No,No,No,Yes,25,No,Medium,2,0
PK-ACC-000818,2023-07-02,05:11,Mirpur Khas,25.54391758253563,69.01123855612947,Clear,Highway,Daylight,Car,40,Low,Dry,52,12,No,No,No,No,18,No,Low,0,0
PK-ACC-000819,2023-04-05,23:53,Khuzdar,27.81363548620305,66.60746789269572,Fog,Urban Road,Daylight,Motorcycle,60,Medium,Dry,22,3,No,No,No,No,9,Yes,Medium,3,0
PK-ACC-000820,2024-01-09,13:21,Mirpur Khas,25.540384187324523,68.9815728576162,Clear,Urban Road,Daylight,Motorcycle,60,Medium,Dry,69,16,No,No,No,Yes,18,No,Low,0,0
PK-ACC-000821,2024-06-03,22:10,Summundri,31.18981080869605,73.10410176135443,Rain,Urban Road,Daylight,Motorcycle,60,Medium,Dry,43,11,Yes,No,No,No,16,Yes,Low,0,0
PK-ACC-000822,2023-12-26,07:51,Charsadda,34.1557615318726,71.76939959712597,Clear,Highway,Daylight,Truck,80,Medium,Dry,57,2,No,Yes,No,No,9,No,Medium,1,0
PK-ACC-000823,2024-11-26,06:55,Fort Abbas,29.10455053594195,72.4519737985272,Clear,Urban Road,Daylight,Car,80,Medium,Dry,32,5,No,No,No,Yes,24,No,Low,0,0
PK-ACC-000824,2023-10-08,05:56,Mingora,34.804404802523216,72.32031866737702,Clear,Urban Road,Daylight,Motorcycle,60,Medium,Wet,33,6,Yes,No,No,No,50,No,Low,1,0
PK-ACC-000825,2023-07-14,12:05,Chaman,30.93175426185149,66.40109647479757,Clear,Urban Road,Daylight,Motorcycle,40,Medium,Under Construction,39,0,Yes,Yes,No,No,26,No,Medium,1,0
PK-ACC-000826,2023-07-14,19:53,Sibi,29.543427743277217,67.84317971435185,Fog,Urban Road,Dawn,Motorcycle,80,Low,Wet,60,27,Yes,No,No,No,28,No,Medium,2,0
PK-ACC-000827,2024-10-28,01:10,Karachi,24.997507851667137,66.77722049583863,Clear,Motorway,Night,Truck,60,Medium,Dry,23,0,Yes,No,No,No,11,No,Low,0,0
PK-ACC-000828,2023-04-03,07:29,Gwadar,25.137031828822092,62.4234590693912,Clear,Urban Road,Dawn,Car,40,Medium,Dry,51,14,No,No,No,Yes,19,No,Low,0,0
PK-ACC-000829,2024-11-02,21:03,Zhob,31.3473063965658,69.48865205316068,Clear,Urban Road,Daylight,Motorcycle,60,Low,Dry,52,1,No,No,No,No,31,Yes,Low,1,0
PK-ACC-000830,2023-03-02,06:46,Dadu,26.745296161602358,67.7863553708726,Rain,Highway,Daylight,Motorcycle,120,High,Wet,51,22,No,No,No,No,58,No,High,3,3
PK-ACC-000831,2024-09-25,23:31,Khushab,32.289794966146964,72.3010123737993,Clear,Highway,Night,Bus,40,Medium,Dry,21,2,No,No,No,No,10,No,Medium,2,0
PK-ACC-000832,2023-02-20,18:41,Kasur,31.224448872271772,74.50947301715972,Fog,Highway,Dawn,Car,80,Low,Wet,42,8,Yes,Yes,No,No,11,No,Medium,2,0
PK-ACC-000833,2024-02-07,02:41,Nowshera Virkan,31.98008617745863,73.98283965607305,Clear,Highway,Daylight,Car,40,Medium,Wet,60,23,Yes,No,Yes,No,6,No,Low,0,0
PK-ACC-000834,2023-01-05,18:02,Lodhran,29.51522350560413,71.79940993491675,Storm,Urban Road,Night,Car,80,Medium,Dry,64,4,Yes,Yes,No,No,10,No,High,5,1
PK-ACC-000835,2024-04-10,17:36,Karachi,24.774582997581465,67.16548131407677,Fog,Urban Road,Daylight,Car,40,Low,Dry,23,0,No,No,No,No,15,Yes,Low,0,0
PK-ACC-000836,2024-08-26,21:32,Hazro,34.0014284265785,72.34113718341486,Storm,Urban Road,Daylight,Motorcycle,40,Medium,Dry,67,27,No,No,Yes,No,8,Yes,Medium,1,0
PK-ACC-000837,2024-11-12,05:38,Sukkur,27.71153999822689,68.87650263806528,Storm,Urban Road,Dusk,Motorcycle,120,Low,Dry,43,20,No,Yes,No,No,13,No,High,3,3
PK-ACC-000838,2024-06-17,01:48,Kabirwala,30.536664693530913,71.9269069829505,Clear,Urban Road,Daylight,Car,120,Low,Dry,43,1,No,No,No,No,11,Yes,Medium,2,0
PK-ACC-000839,2024-02-09,22:53,Mian Channu,30.420651284709134,72.23552736331474,Clear,Highway,Daylight,Bus,100,Low,Dry,27,1,No,Yes,No,No,14,No,High,3,1
PK-ACC-000840,2024-05-27,02:28,Gujranwala,32.25908143543916,74.08122015190385,Rain,Highway,Dusk,Car,80,High,Dry,60,17,Yes,Yes,No,No,14,No,Medium,1,0
PK-ACC-000841,2024-10-06,01:49,Hasilpur,29.52252482978531,72.62475122122602,Storm,Urban Road,Night,Truck,60,Medium,Dry,51,0,No,No,No,No,10,No,Medium,2,0
PK-ACC-000842,2023-08-21,13:47,Hyderabad,25.4569549315821,68.40633572152917,Clear,Motorway,Daylight,Truck,120,Low,Under Construction,52,13,No,Yes,No,No,21,Yes,High,2,1
PK-ACC-000843,2024-06-07,11:49,Faisalabad Sadar,31.39976770391786,73.19409306808669,Fog,Rural Road,Daylight,Van,80,High,Dry,47,9,No,No,No,No,24,No,Medium,2,0
PK-ACC-000844,2023-12-12,07:00,Kotli Sattian,33.84790406967634,73.56634166405341,Rain,Motorway,Night,Truck,40,High,Dry,42,13,No,No,No,No,17,Yes,Medium,2,1
PK-ACC-000845,2023-02-15,02:55,Charsadda,34.15985300782035,71.70728366064812,Clear,Rural Road,Night,Motorcycle,80,Low,Dry,68,40,No,Yes,No,No,12,No,High,3,1
PK-ACC-000846,2024-06-29,21:06,Dera Ismail Khan,31.8339950875991,70.91902449841893,Clear,Urban Road,Night,Car,60,Low,Dry,64,26,Yes,No,No,No,20,No,Low,0,0
PK-ACC-000847,2023-03-19,01:47,Khushab,32.2053566770251,72.20908539470153,Clear,Highway,Daylight,Car,80,High,Dry,66,47,Yes,No,Yes,No,7,No,Low,0,0
PK-ACC-000848,2024-12-30,08:54,Jacobabad,28.28348814701472,68.4455898452767,Clear,Motorway,Daylight,Motorcycle,60,Medium,Dry,50,10,No,Yes,No,No,8,No,Medium,1,1
PK-ACC-000849,2023-03-14,02:56,Gujar Khan,33.10825659563585,73.1160011490913,Clear,Urban Road,Daylight,Motorcycle,60,High,Under Construction,45,21,Yes,Yes,No,No,9,No,Medium,2,0
PK-ACC-000850,2023-09-06,18:45,D.G Khan (Tribal Area),30.1074228809733,70.28419826074169,Clear,Motorway,Daylight,Bus,60,Medium,Wet,28,8,No,No,No,No,12,No,Medium,4,0
PK-ACC-000851,2023-02-16,23:14,Wazirabad,32.39535661442012,74.06571932653345,Clear,Urban Road,Night,Car,80,Medium,Dry,53,34,No,Yes,No,No,13,No,Medium,3,0
PK-ACC-000852,2023-05-01,22:30,Piplan,32.31499364201637,71.45771878008136,Clear,Highway,Dusk,Car,40,Medium,Dry,34,14,No,No,Yes,No,21,No,Low,0,0
PK-ACC-000853,2023-08-02,15:50,Turbat,25.993506798016323,63.02517161809775,Clear,Rural Road,Night,Bus,120,High,Dry,46,12,No,No,Yes,No,9,No,High,5,1
PK-ACC-000854,2023-08-27,14:45,Kotli Sattian,33.73904661584461,73.51399130152838,Rain,Highway,Daylight,Van,40,Medium,Dry,20,2,Yes,No,No,No,36,No,Low,1,0
PK-ACC-000855,2023-02-25,04:06,Multan Saddar,30.261212090165834,71.26658875449364,Clear,Urban Road,Night,Motorcycle,80,Medium,Dry,28,7,Yes,No,No,No,10,Yes,Medium,1,0
PK-ACC-000856,2023-12-16,02:28,Rawalpindi,33.693411778937055,73.23988491887127,Rain,Rural Road,Night,Motorcycle,120,High,Dry,64,30,No,No,No,No,18,No,High,2,1
PK-ACC-000857,2023-04-17,01:56,Faisalabad Sadar,31.2743841829899,72.98366331612338,Clear,Urban Road,Daylight,Motorcycle,40,High,Dry,22,2,No,No,No,No,32,No,Low,1,0
PK-ACC-000858,2023-02-17,15:33,Hasilpur,29.61339526448327,72.73568128921559,Clear,Urban Road,Daylight,Bus,40,Medium,Under Construction,31,12,Yes,No,No,No,8,No,Low,0,0
PK-ACC-000859,2024-07-26,02:30,Loralai,30.36472200227172,68.58602420585207,Rain,Urban Road,Daylight,Car,60,Medium,Dry,38,1,Yes,No,No,No,20,No,Low,0,0
PK-ACC-000860,2023-12-03,11:00,Dera Ismail Khan,31.859190755563752,70.8793756129516,Clear,Highway,Daylight,Motorcycle,40,High,Dry,50,7,No,No,No,No,27,No,Low,0,0
PK-ACC-000861,2023-01-26,14:28,Sangla Hill,31.678046285713304,73.79700881297552,Clear,Highway,Daylight,Bus,60,Medium,Dry,63,4,No,No,No,No,20,No,Medium,2,0
PK-ACC-000862,2023-09-14,00:00,Isakhel,32.74129304126812,71.43324580282896,Rain,Motorway,Daylight,Motorcycle,40,Low,Wet,42,16,No,No,No,No,7,No,Medium,2,0
PK-ACC-000863,2023-01-08,14:57,Khanewal,30.471580005909885,71.90044755562836,Fog,Highway,Daylight,Motorcycle,60,Medium,Dry,65,15,Yes,No,No,No,9,No,Medium,1,1
PK-ACC-000864,2024-09-16,02:13,Nankana Sahib,31.432337613054283,73.56263013186187,Clear,Highway,Dawn,Motorcycle,100,High,Dry,58,18,No,No,No,No,24,No,Medium,3,0
PK-ACC-000865,2023-09-10,21:09,Zhob,31.331975052938017,69.44742383332945,Rain,Urban Road,Night,Car,60,High,Dry,69,0,Yes,No,No,No,10,No,Low,0,0
PK-ACC-000866,2024-11-22,02:19,Pindi Gheb,33.33283326790188,72.15734016365185,Clear,Urban Road,Night,Car,40,Low,Dry,25,3,No,No,No,No,11,No,Low,0,0
PK-ACC-000867,2024-12-19,17:54,Rahim Yar Khan,28.590471901843827,70.37216427098508,Clear,Highway,Daylight,Motorcycle,100,Low,Dry,61,17,No,No,No,No,45,No,High,4,1
